Play,Character A,Character B,Scenes Together,Scenes List,Acts Together,Scenes Together (IDs)
The Tragedy of Antony and Cleopatra,OCTAVIUS CAESAR,SOOTHSAYER,1,2.3,2,3
The Tragedy of Antony and Cleopatra,OCTAVIUS CAESAR,TAURUS,1,3.8,3,8
The Tragedy of Antony and Cleopatra,OCTAVIUS CAESAR,THYREUS,1,3.12,3,12
The Tragedy of Antony and Cleopatra,POMPEY,SECOND SERVANT,1,2.7,2,7
The Tragedy of Antony and Cleopatra,POMPEY,VARRIUS,1,2.1,2,1
The Tragedy of Antony and Cleopatra,PROCULEIUS,SECOND GUARD,1,5.2,5,2
The Tragedy of Antony and Cleopatra,PROCULEIUS,SELEUCUS,1,5.2,5,2
The Tragedy of Antony and Cleopatra,SECOND ATTENDANT,SECOND MESSENGER,1,1.2,1,2
The Tragedy of Antony and Cleopatra,SECOND ATTENDANT,SOOTHSAYER,1,1.2,1,2
The Tragedy of Antony and Cleopatra,SECOND GUARD,SELEUCUS,1,5.2,5,2
The Tragedy of Antony and Cleopatra,SECOND GUARD,THIRD GUARD,1,4.14,4,14
The Tragedy of Antony and Cleopatra,SECOND MESSENGER,SOOTHSAYER,1,1.2,1,2
The Tragedy of Antony and Cleopatra,SECOND SOLDIER,THIRD SOLDIER,2,"4.3, 4.9",4,"3, 9"
The Tragedy of Antony and Cleopatra,SILIUS,VENTIDIUS,1,3.1,3,1
