Play,Act,Scene,Character,Line Number,Text
"The Tragedy of Hamlet, Prince of Denmark",1,1,BERNARDO,1,Who's there?
"The Tragedy of Hamlet, Prince of Denmark",1,1,FRANCISCO,1,"Nay, answer me: stand, and unfold yourself."
"The Tragedy of Hamlet, Prince of Denmark",1,1,BERNARDO,1,Long live the king!
"The Tragedy of Hamlet, Prince of Denmark",1,1,FRANCISCO,1,Bernardo?
"The Tragedy of Hamlet, Prince of Denmark",1,1,BERNARDO,1,He.
"The Tragedy of Hamlet, Prince of Denmark",1,1,FRANCISCO,1,You come most carefully upon your hour.
"The Tragedy of Hamlet, Prince of Denmark",1,1,BERNARDO,1,"'Tis now struck twelve; get thee to bed, Francisco."
"The Tragedy of Hamlet, Prince of Denmark",1,1,FRANCISCO,1,"For this relief much thanks: 'tis bitter cold,"
"The Tragedy of Hamlet, Prince of Denmark",1,1,FRANCISCO,2,And I am sick at heart.
"The Tragedy of Hamlet, Prince of Denmark",1,1,BERNARDO,1,Have you had quiet guard?
"The Tragedy of Hamlet, Prince of Denmark",1,1,FRANCISCO,1,Not a mouse stirring.
"The Tragedy of Hamlet, Prince of Denmark",1,1,BERNARDO,1,"Well, good night."
"The Tragedy of Hamlet, Prince of Denmark",1,1,BERNARDO,2,"If you do meet Horatio and Marcellus,"
"The Tragedy of Hamlet, Prince of Denmark",1,1,BERNARDO,3,"The rivals of my watch, bid them make haste."
"The Tragedy of Hamlet, Prince of Denmark",1,1,FRANCISCO,1,"I think I hear them. Stand, ho! Who's there?"
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,1,Friends to this ground.
"The Tragedy of Hamlet, Prince of Denmark",1,1,MARCELLUS,1,And liegemen to the Dane.
"The Tragedy of Hamlet, Prince of Denmark",1,1,FRANCISCO,1,Give you good night.
"The Tragedy of Hamlet, Prince of Denmark",1,1,MARCELLUS,1,"O, farewell, honest soldier:"
"The Tragedy of Hamlet, Prince of Denmark",1,1,MARCELLUS,2,Who hath relieved you?
"The Tragedy of Hamlet, Prince of Denmark",1,1,FRANCISCO,1,Bernardo has my place.
"The Tragedy of Hamlet, Prince of Denmark",1,1,FRANCISCO,2,Give you good night.
"The Tragedy of Hamlet, Prince of Denmark",1,1,MARCELLUS,1,Holla! Bernardo!
"The Tragedy of Hamlet, Prince of Denmark",1,1,BERNARDO,1,"Say,"
"The Tragedy of Hamlet, Prince of Denmark",1,1,BERNARDO,2,"What, is Horatio there?"
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,1,A piece of him.
"The Tragedy of Hamlet, Prince of Denmark",1,1,BERNARDO,1,"Welcome, Horatio: welcome, good Marcellus."
"The Tragedy of Hamlet, Prince of Denmark",1,1,MARCELLUS,1,"What, has this thing appear'd again to-night?"
"The Tragedy of Hamlet, Prince of Denmark",1,1,BERNARDO,1,I have seen nothing.
"The Tragedy of Hamlet, Prince of Denmark",1,1,MARCELLUS,1,"Horatio says 'tis but our fantasy,"
"The Tragedy of Hamlet, Prince of Denmark",1,1,MARCELLUS,2,And will not let belief take hold of him
"The Tragedy of Hamlet, Prince of Denmark",1,1,MARCELLUS,3,"Touching this dreaded sight, twice seen of us:"
"The Tragedy of Hamlet, Prince of Denmark",1,1,MARCELLUS,4,Therefore I have entreated him along
"The Tragedy of Hamlet, Prince of Denmark",1,1,MARCELLUS,5,With us to watch the minutes of this night;
"The Tragedy of Hamlet, Prince of Denmark",1,1,MARCELLUS,6,"That if again this apparition come,"
"The Tragedy of Hamlet, Prince of Denmark",1,1,MARCELLUS,7,He may approve our eyes and speak to it.
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,1,"Tush, tush, 'twill not appear."
"The Tragedy of Hamlet, Prince of Denmark",1,1,BERNARDO,1,Sit down awhile;
"The Tragedy of Hamlet, Prince of Denmark",1,1,BERNARDO,2,"And let us once again assail your ears,"
"The Tragedy of Hamlet, Prince of Denmark",1,1,BERNARDO,3,That are so fortified against our story
"The Tragedy of Hamlet, Prince of Denmark",1,1,BERNARDO,4,What we have two nights seen.
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,1,"Well, sit we down,"
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,2,And let us hear Bernardo speak of this.
"The Tragedy of Hamlet, Prince of Denmark",1,1,BERNARDO,1,"Last night of all,"
"The Tragedy of Hamlet, Prince of Denmark",1,1,BERNARDO,2,When yond same star that's westward from the pole
"The Tragedy of Hamlet, Prince of Denmark",1,1,BERNARDO,3,Had made his course to illume that part of heaven
"The Tragedy of Hamlet, Prince of Denmark",1,1,BERNARDO,4,"Where now it burns, Marcellus and myself,"
"The Tragedy of Hamlet, Prince of Denmark",1,1,BERNARDO,5,"The bell then beating one,--"
"The Tragedy of Hamlet, Prince of Denmark",1,1,MARCELLUS,1,"Peace, break thee off; look, where it comes again!"
"The Tragedy of Hamlet, Prince of Denmark",1,1,BERNARDO,1,"In the same figure, like the king that's dead."
"The Tragedy of Hamlet, Prince of Denmark",1,1,MARCELLUS,1,"Thou art a scholar; speak to it, Horatio."
"The Tragedy of Hamlet, Prince of Denmark",1,1,BERNARDO,1,"Looks it not like the king?  mark it, Horatio."
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,1,Most like: it harrows me with fear and wonder.
"The Tragedy of Hamlet, Prince of Denmark",1,1,BERNARDO,1,It would be spoke to.
"The Tragedy of Hamlet, Prince of Denmark",1,1,MARCELLUS,1,"Question it, Horatio."
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,1,"What art thou that usurp'st this time of night,"
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,2,Together with that fair and warlike form
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,3,In which the majesty of buried Denmark
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,4,"Did sometimes march? by heaven I charge thee, speak!"
"The Tragedy of Hamlet, Prince of Denmark",1,1,MARCELLUS,1,It is offended.
"The Tragedy of Hamlet, Prince of Denmark",1,1,BERNARDO,1,"See, it stalks away!"
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,1,"Stay! speak, speak! I charge thee, speak!"
"The Tragedy of Hamlet, Prince of Denmark",1,1,MARCELLUS,1,"'Tis gone, and will not answer."
"The Tragedy of Hamlet, Prince of Denmark",1,1,BERNARDO,1,"How now, Horatio! you tremble and look pale:"
"The Tragedy of Hamlet, Prince of Denmark",1,1,BERNARDO,2,Is not this something more than fantasy?
"The Tragedy of Hamlet, Prince of Denmark",1,1,BERNARDO,3,What think you on't?
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,1,"Before my God, I might not this believe"
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,2,Without the sensible and true avouch
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,3,Of mine own eyes.
"The Tragedy of Hamlet, Prince of Denmark",1,1,MARCELLUS,1,Is it not like the king?
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,1,As thou art to thyself:
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,2,Such was the very armour he had on
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,3,When he the ambitious Norway combated;
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,4,"So frown'd he once, when, in an angry parle,"
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,5,He smote the sledded Polacks on the ice.
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,6,'Tis strange.
"The Tragedy of Hamlet, Prince of Denmark",1,1,MARCELLUS,1,"Thus twice before, and jump at this dead hour,"
"The Tragedy of Hamlet, Prince of Denmark",1,1,MARCELLUS,2,With martial stalk hath he gone by our watch.
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,1,In what particular thought to work I know not;
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,2,"But in the gross and scope of my opinion,"
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,3,This bodes some strange eruption to our state.
"The Tragedy of Hamlet, Prince of Denmark",1,1,MARCELLUS,1,"Good now, sit down, and tell me, he that knows,"
"The Tragedy of Hamlet, Prince of Denmark",1,1,MARCELLUS,2,Why this same strict and most observant watch
"The Tragedy of Hamlet, Prince of Denmark",1,1,MARCELLUS,3,"So nightly toils the subject of the land,"
"The Tragedy of Hamlet, Prince of Denmark",1,1,MARCELLUS,4,"And why such daily cast of brazen cannon,"
"The Tragedy of Hamlet, Prince of Denmark",1,1,MARCELLUS,5,And foreign mart for implements of war;
"The Tragedy of Hamlet, Prince of Denmark",1,1,MARCELLUS,6,"Why such impress of shipwrights, whose sore task"
"The Tragedy of Hamlet, Prince of Denmark",1,1,MARCELLUS,7,Does not divide the Sunday from the week;
"The Tragedy of Hamlet, Prince of Denmark",1,1,MARCELLUS,8,"What might be toward, that this sweaty haste"
"The Tragedy of Hamlet, Prince of Denmark",1,1,MARCELLUS,9,Doth make the night joint-labourer with the day:
"The Tragedy of Hamlet, Prince of Denmark",1,1,MARCELLUS,10,Who is't that can inform me?
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,1,That can I;
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,2,"At least, the whisper goes so. Our last king,"
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,3,"Whose image even but now appear'd to us,"
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,4,"Was, as you know, by Fortinbras of Norway,"
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,5,"Thereto prick'd on by a most emulate pride,"
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,6,Dared to the combat; in which our valiant Hamlet--
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,7,For so this side of our known world esteem'd him--
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,8,"Did slay this Fortinbras; who by a seal'd compact,"
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,9,"Well ratified by law and heraldry,"
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,10,"Did forfeit, with his life, all those his lands"
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,11,"Which he stood seized of, to the conqueror:"
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,12,"Against the which, a moiety competent"
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,13,Was gaged by our king; which had return'd
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,14,"To the inheritance of Fortinbras,"
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,15,"Had he been vanquisher; as, by the same covenant,"
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,16,"And carriage of the article design'd,"
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,17,"His fell to Hamlet. Now, sir, young Fortinbras,"
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,18,"Of unimproved mettle hot and full,"
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,19,Hath in the skirts of Norway here and there
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,20,"Shark'd up a list of lawless resolutes,"
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,21,"For food and diet, to some enterprise"
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,22,That hath a stomach in't; which is no other--
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,23,As it doth well appear unto our state--
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,24,"But to recover of us, by strong hand"
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,25,"And terms compulsatory, those foresaid lands"
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,26,"So by his father lost: and this, I take it,"
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,27,"Is the main motive of our preparations,"
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,28,The source of this our watch and the chief head
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,29,Of this post-haste and romage in the land.
"The Tragedy of Hamlet, Prince of Denmark",1,1,BERNARDO,1,I think it be no other but e'en so:
"The Tragedy of Hamlet, Prince of Denmark",1,1,BERNARDO,2,Well may it sort that this portentous figure
"The Tragedy of Hamlet, Prince of Denmark",1,1,BERNARDO,3,Comes armed through our watch; so like the king
"The Tragedy of Hamlet, Prince of Denmark",1,1,BERNARDO,4,That was and is the question of these wars.
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,1,A mote it is to trouble the mind's eye.
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,2,"In the most high and palmy state of Rome,"
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,3,"A little ere the mightiest Julius fell,"
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,4,The graves stood tenantless and the sheeted dead
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,5,Did squeak and gibber in the Roman streets:
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,6,"As stars with trains of fire and dews of blood,"
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,7,Disasters in the sun; and the moist star
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,8,Upon whose influence Neptune's empire stands
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,9,Was sick almost to doomsday with eclipse:
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,10,"And even the like precurse of fierce events,"
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,11,As harbingers preceding still the fates
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,12,"And prologue to the omen coming on,"
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,13,Have heaven and earth together demonstrated
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,14,Unto our climatures and countrymen.--
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,15,"But soft, behold! lo, where it comes again!"
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,16,"I'll cross it, though it blast me. Stay, illusion!"
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,17,"If thou hast any sound, or use of voice,"
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,18,Speak to me:
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,19,"If there be any good thing to be done,"
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,20,"That may to thee do ease and grace to me,"
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,21,Speak to me:
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,22,"If thou art privy to thy country's fate,"
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,23,"Which, happily, foreknowing may avoid, O, speak!"
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,24,Or if thou hast uphoarded in thy life
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,25,"Extorted treasure in the womb of earth,"
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,26,"For which, they say, you spirits oft walk in death,"
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,27,"Speak of it: stay, and speak! Stop it, Marcellus."
"The Tragedy of Hamlet, Prince of Denmark",1,1,MARCELLUS,1,Shall I strike at it with my partisan?
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,1,"Do, if it will not stand."
"The Tragedy of Hamlet, Prince of Denmark",1,1,BERNARDO,1,'Tis here!
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,1,'Tis here!
"The Tragedy of Hamlet, Prince of Denmark",1,1,MARCELLUS,1,'Tis gone!
"The Tragedy of Hamlet, Prince of Denmark",1,1,MARCELLUS,2,"We do it wrong, being so majestical,"
"The Tragedy of Hamlet, Prince of Denmark",1,1,MARCELLUS,3,To offer it the show of violence;
"The Tragedy of Hamlet, Prince of Denmark",1,1,MARCELLUS,4,"For it is, as the air, invulnerable,"
"The Tragedy of Hamlet, Prince of Denmark",1,1,MARCELLUS,5,And our vain blows malicious mockery.
"The Tragedy of Hamlet, Prince of Denmark",1,1,BERNARDO,1,"It was about to speak, when the cock crew."
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,1,And then it started like a guilty thing
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,2,"Upon a fearful summons. I have heard,"
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,3,"The cock, that is the trumpet to the morn,"
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,4,Doth with his lofty and shrill-sounding throat
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,5,"Awake the god of day; and, at his warning,"
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,6,"Whether in sea or fire, in earth or air,"
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,7,The extravagant and erring spirit hies
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,8,To his confine: and of the truth herein
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,9,This present object made probation.
"The Tragedy of Hamlet, Prince of Denmark",1,1,MARCELLUS,1,It faded on the crowing of the cock.
"The Tragedy of Hamlet, Prince of Denmark",1,1,MARCELLUS,2,Some say that ever 'gainst that season comes
"The Tragedy of Hamlet, Prince of Denmark",1,1,MARCELLUS,3,"Wherein our Saviour's birth is celebrated,"
"The Tragedy of Hamlet, Prince of Denmark",1,1,MARCELLUS,4,The bird of dawning singeth all night long:
"The Tragedy of Hamlet, Prince of Denmark",1,1,MARCELLUS,5,"And then, they say, no spirit dares stir abroad;"
"The Tragedy of Hamlet, Prince of Denmark",1,1,MARCELLUS,6,"The nights are wholesome; then no planets strike,"
"The Tragedy of Hamlet, Prince of Denmark",1,1,MARCELLUS,7,"No fairy takes, nor witch hath power to charm,"
"The Tragedy of Hamlet, Prince of Denmark",1,1,MARCELLUS,8,So hallow'd and so gracious is the time.
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,1,So have I heard and do in part believe it.
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,2,"But, look, the morn, in russet mantle clad,"
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,3,Walks o'er the dew of yon high eastward hill:
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,4,"Break we our watch up; and by my advice,"
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,5,Let us impart what we have seen to-night
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,6,"Unto young Hamlet; for, upon my life,"
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,7,"This spirit, dumb to us, will speak to him."
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,8,"Do you consent we shall acquaint him with it,"
"The Tragedy of Hamlet, Prince of Denmark",1,1,HORATIO,9,"As needful in our loves, fitting our duty?"
"The Tragedy of Hamlet, Prince of Denmark",1,1,MARCELLUS,1,"Let's do't, I pray; and I this morning know"
"The Tragedy of Hamlet, Prince of Denmark",1,1,MARCELLUS,2,Where we shall find him most conveniently.
"The Tragedy of Hamlet, Prince of Denmark",1,2,KING CLAUDIUS,1,Though yet of Hamlet our dear brother's death
"The Tragedy of Hamlet, Prince of Denmark",1,2,KING CLAUDIUS,2,"The memory be green, and that it us befitted"
"The Tragedy of Hamlet, Prince of Denmark",1,2,KING CLAUDIUS,3,To bear our hearts in grief and our whole kingdom
"The Tragedy of Hamlet, Prince of Denmark",1,2,KING CLAUDIUS,4,"To be contracted in one brow of woe,"
"The Tragedy of Hamlet, Prince of Denmark",1,2,KING CLAUDIUS,5,Yet so far hath discretion fought with nature
"The Tragedy of Hamlet, Prince of Denmark",1,2,KING CLAUDIUS,6,"That we with wisest sorrow think on him,"
"The Tragedy of Hamlet, Prince of Denmark",1,2,KING CLAUDIUS,7,Together with remembrance of ourselves.
"The Tragedy of Hamlet, Prince of Denmark",1,2,KING CLAUDIUS,8,"Therefore our sometime sister, now our queen,"
"The Tragedy of Hamlet, Prince of Denmark",1,2,KING CLAUDIUS,9,"The imperial jointress to this warlike state,"
"The Tragedy of Hamlet, Prince of Denmark",1,2,KING CLAUDIUS,10,"Have we, as 'twere with a defeated joy,--"
"The Tragedy of Hamlet, Prince of Denmark",1,2,KING CLAUDIUS,11,"With an auspicious and a dropping eye,"
"The Tragedy of Hamlet, Prince of Denmark",1,2,KING CLAUDIUS,12,"With mirth in funeral and with dirge in marriage,"
"The Tragedy of Hamlet, Prince of Denmark",1,2,KING CLAUDIUS,13,"In equal scale weighing delight and dole,--"
"The Tragedy of Hamlet, Prince of Denmark",1,2,KING CLAUDIUS,14,Taken to wife: nor have we herein barr'd
"The Tragedy of Hamlet, Prince of Denmark",1,2,KING CLAUDIUS,15,"Your better wisdoms, which have freely gone"
"The Tragedy of Hamlet, Prince of Denmark",1,2,KING CLAUDIUS,16,"With this affair along. For all, our thanks."
"The Tragedy of Hamlet, Prince of Denmark",1,2,KING CLAUDIUS,17,"Now follows, that you know, young Fortinbras,"
"The Tragedy of Hamlet, Prince of Denmark",1,2,KING CLAUDIUS,18,"Holding a weak supposal of our worth,"
"The Tragedy of Hamlet, Prince of Denmark",1,2,KING CLAUDIUS,19,Or thinking by our late dear brother's death
"The Tragedy of Hamlet, Prince of Denmark",1,2,KING CLAUDIUS,20,"Our state to be disjoint and out of frame,"
"The Tragedy of Hamlet, Prince of Denmark",1,2,KING CLAUDIUS,21,"Colleagued with the dream of his advantage,"
"The Tragedy of Hamlet, Prince of Denmark",1,2,KING CLAUDIUS,22,"He hath not fail'd to pester us with message,"
"The Tragedy of Hamlet, Prince of Denmark",1,2,KING CLAUDIUS,23,Importing the surrender of those lands
"The Tragedy of Hamlet, Prince of Denmark",1,2,KING CLAUDIUS,24,"Lost by his father, with all bonds of law,"
"The Tragedy of Hamlet, Prince of Denmark",1,2,KING CLAUDIUS,25,To our most valiant brother. So much for him.
"The Tragedy of Hamlet, Prince of Denmark",1,2,KING CLAUDIUS,26,Now for ourself and for this time of meeting:
"The Tragedy of Hamlet, Prince of Denmark",1,2,KING CLAUDIUS,27,Thus much the business is: we have here writ
"The Tragedy of Hamlet, Prince of Denmark",1,2,KING CLAUDIUS,28,"To Norway, uncle of young Fortinbras,--"
"The Tragedy of Hamlet, Prince of Denmark",1,2,KING CLAUDIUS,29,"Who, impotent and bed-rid, scarcely hears"
"The Tragedy of Hamlet, Prince of Denmark",1,2,KING CLAUDIUS,30,"Of this his nephew's purpose,--to suppress"
"The Tragedy of Hamlet, Prince of Denmark",1,2,KING CLAUDIUS,31,"His further gait herein; in that the levies,"
"The Tragedy of Hamlet, Prince of Denmark",1,2,KING CLAUDIUS,32,"The lists and full proportions, are all made"
"The Tragedy of Hamlet, Prince of Denmark",1,2,KING CLAUDIUS,33,Out of his subject: and we here dispatch
"The Tragedy of Hamlet, Prince of Denmark",1,2,KING CLAUDIUS,34,"You, good Cornelius, and you, Voltimand,"
"The Tragedy of Hamlet, Prince of Denmark",1,2,KING CLAUDIUS,35,For bearers of this greeting to old Norway;
"The Tragedy of Hamlet, Prince of Denmark",1,2,KING CLAUDIUS,36,Giving to you no further personal power
"The Tragedy of Hamlet, Prince of Denmark",1,2,KING CLAUDIUS,37,"To business with the king, more than the scope"
"The Tragedy of Hamlet, Prince of Denmark",1,2,KING CLAUDIUS,38,Of these delated articles allow.
"The Tragedy of Hamlet, Prince of Denmark",1,2,KING CLAUDIUS,39,"Farewell, and let your haste commend your duty."
"The Tragedy of Hamlet, Prince of Denmark",1,2,CORNELIUS,1,In that and all things will we show our duty.
"The Tragedy of Hamlet, Prince of Denmark",1,2,VOLTIMAND,1,In that and all things will we show our duty.
"The Tragedy of Hamlet, Prince of Denmark",1,2,KING CLAUDIUS,1,We doubt it nothing: heartily farewell.
"The Tragedy of Hamlet, Prince of Denmark",1,2,KING CLAUDIUS,2,"And now, Laertes, what's the news with you?"
"The Tragedy of Hamlet, Prince of Denmark",1,2,KING CLAUDIUS,3,"You told us of some suit; what is't, Laertes?"
"The Tragedy of Hamlet, Prince of Denmark",1,2,KING CLAUDIUS,4,"You cannot speak of reason to the Dane,"
"The Tragedy of Hamlet, Prince of Denmark",1,2,KING CLAUDIUS,5,"And loose your voice: what wouldst thou beg, Laertes,"
"The Tragedy of Hamlet, Prince of Denmark",1,2,KING CLAUDIUS,6,"That shall not be my offer, not thy asking?"
"The Tragedy of Hamlet, Prince of Denmark",1,2,KING CLAUDIUS,7,"The head is not more native to the heart,"
"The Tragedy of Hamlet, Prince of Denmark",1,2,KING CLAUDIUS,8,"The hand more instrumental to the mouth,"
"The Tragedy of Hamlet, Prince of Denmark",1,2,KING CLAUDIUS,9,Than is the throne of Denmark to thy father.
"The Tragedy of Hamlet, Prince of Denmark",1,2,KING CLAUDIUS,10,"What wouldst thou have, Laertes?"
"The Tragedy of Hamlet, Prince of Denmark",1,2,LAERTES,1,"My dread lord,"
"The Tragedy of Hamlet, Prince of Denmark",1,2,LAERTES,2,Your leave and favour to return to France;
"The Tragedy of Hamlet, Prince of Denmark",1,2,LAERTES,3,"From whence though willingly I came to Denmark,"
"The Tragedy of Hamlet, Prince of Denmark",1,2,LAERTES,4,"To show my duty in your coronation,"
"The Tragedy of Hamlet, Prince of Denmark",1,2,LAERTES,5,"Yet now, I must confess, that duty done,"
"The Tragedy of Hamlet, Prince of Denmark",1,2,LAERTES,6,My thoughts and wishes bend again toward France
"The Tragedy of Hamlet, Prince of Denmark",1,2,LAERTES,7,And bow them to your gracious leave and pardon.
"The Tragedy of Hamlet, Prince of Denmark",1,2,KING CLAUDIUS,1,Have you your father's leave? What says Polonius?
"The Tragedy of Hamlet, Prince of Denmark",1,2,LORD POLONIUS,1,"He hath, my lord, wrung from me my slow leave"
"The Tragedy of Hamlet, Prince of Denmark",1,2,LORD POLONIUS,2,"By laboursome petition, and at last"
"The Tragedy of Hamlet, Prince of Denmark",1,2,LORD POLONIUS,3,Upon his will I seal'd my hard consent:
"The Tragedy of Hamlet, Prince of Denmark",1,2,LORD POLONIUS,4,"I do beseech you, give him leave to go."
"The Tragedy of Hamlet, Prince of Denmark",1,2,KING CLAUDIUS,1,"Take thy fair hour, Laertes; time be thine,"
"The Tragedy of Hamlet, Prince of Denmark",1,2,KING CLAUDIUS,2,And thy best graces spend it at thy will!
"The Tragedy of Hamlet, Prince of Denmark",1,2,KING CLAUDIUS,3,"But now, my cousin Hamlet, and my son,--"
"The Tragedy of Hamlet, Prince of Denmark",1,2,KING CLAUDIUS,1,How is it that the clouds still hang on you?
"The Tragedy of Hamlet, Prince of Denmark",1,2,HAMLET,1,"Not so, my lord; I am too much i' the sun."
"The Tragedy of Hamlet, Prince of Denmark",1,2,QUEEN GERTRUDE,1,"Good Hamlet, cast thy nighted colour off,"
"The Tragedy of Hamlet, Prince of Denmark",1,2,QUEEN GERTRUDE,2,And let thine eye look like a friend on Denmark.
"The Tragedy of Hamlet, Prince of Denmark",1,2,QUEEN GERTRUDE,3,Do not for ever with thy vailed lids
"The Tragedy of Hamlet, Prince of Denmark",1,2,QUEEN GERTRUDE,4,Seek for thy noble father in the dust:
"The Tragedy of Hamlet, Prince of Denmark",1,2,QUEEN GERTRUDE,5,"Thou know'st 'tis common; all that lives must die,"
"The Tragedy of Hamlet, Prince of Denmark",1,2,QUEEN GERTRUDE,6,Passing through nature to eternity.
"The Tragedy of Hamlet, Prince of Denmark",1,2,HAMLET,1,"Ay, madam, it is common."
"The Tragedy of Hamlet, Prince of Denmark",1,2,QUEEN GERTRUDE,1,"If it be,"
"The Tragedy of Hamlet, Prince of Denmark",1,2,QUEEN GERTRUDE,2,Why seems it so particular with thee?
